# HELP namedprocess_namegroup_cpu_seconds_total Cpu user usage in seconds
# TYPE namedprocess_namegroup_cpu_seconds_total counter
namedprocess_namegroup_num_procs{groupname="GameServer:13636",instance="10.11.85.147",job="prometheus"} 1 1678945850
namedprocess_namegroup_num_procs{groupname="GameServer:13636",instance="10.11.85.147",job="prometheus"} 1 1678945851
namedprocess_namegroup_num_procs{groupname="GameServer:13636",instance="10.11.85.147",job="prometheus"} 1 1678945852
namedprocess_namegroup_num_procs{groupname="GameServer:14316",instance="10.11.85.147",job="prometheus"} 1 1678946105
namedprocess_namegroup_num_procs{groupname="GameServer:14316",instance="10.11.85.147",job="prometheus"} 1 1678946106
namedprocess_namegroup_num_procs{groupname="GameServer:14316",instance="10.11.85.147",job="prometheus"} 1 1678946107
namedprocess_namegroup_num_procs{groupname="GameServer:14316",instance="10.11.85.147",job="prometheus"} 1 1678946108
namedprocess_namegroup_num_procs{groupname="GameServer:14316",instance="10.11.85.147",job="prometheus"} 1 1678946109
namedprocess_namegroup_num_procs{groupname="GameServer:14316",instance="10.11.85.147",job="prometheus"} 1 1678946110
namedprocess_namegroup_num_procs{groupname="GameServer:14316",instance="10.11.85.147",job="prometheus"} 1 1678946111
namedprocess_namegroup_num_procs{groupname="GameServer:14316",instance="10.11.85.147",job="prometheus"} 1 1678946112
namedprocess_namegroup_num_procs{groupname="GameServer:14316",instance="10.11.85.147",job="prometheus"} 1 1678946113
namedprocess_namegroup_num_procs{groupname="GameServer:14316",instance="10.11.85.147",job="prometheus"} 1 1678946114
namedprocess_namegroup_num_procs{groupname="GameServer:14617",instance="10.11.85.147",job="prometheus"} 1 1678946201
namedprocess_namegroup_num_procs{groupname="GameServer:14617",instance="10.11.85.147",job="prometheus"} 1 1678946202
namedprocess_namegroup_num_procs{groupname="GameServer:14617",instance="10.11.85.147",job="prometheus"} 1 1678946203
namedprocess_namegroup_num_procs{groupname="GameServer:14617",instance="10.11.85.147",job="prometheus"} 1 1678946204
namedprocess_namegroup_num_procs{groupname="GameServer:14617",instance="10.11.85.147",job="prometheus"} 1 1678946205
namedprocess_namegroup_num_procs{groupname="GameServer:14617",instance="10.11.85.147",job="prometheus"} 1 1678946206
namedprocess_namegroup_num_procs{groupname="GameServer:14617",instance="10.11.85.147",job="prometheus"} 1 1678946207
namedprocess_namegroup_num_procs{groupname="GameServer:14617",instance="10.11.85.147",job="prometheus"} 1 1678946208
namedprocess_namegroup_num_procs{groupname="GameServer:14617",instance="10.11.85.147",job="prometheus"} 1 1678946209
namedprocess_namegroup_num_procs{groupname="GameServer:14617",instance="10.11.85.147",job="prometheus"} 1 1678946210
namedprocess_namegroup_num_procs{groupname="GameServer:15039",instance="10.11.85.147",job="prometheus"} 1 1678946373
namedprocess_namegroup_num_procs{groupname="GameServer:15039",instance="10.11.85.147",job="prometheus"} 1 1678946374
namedprocess_namegroup_num_procs{groupname="GameServer:15039",instance="10.11.85.147",job="prometheus"} 1 1678946375
namedprocess_namegroup_num_procs{groupname="GameServer:15039",instance="10.11.85.147",job="prometheus"} 1 1678946376
namedprocess_namegroup_num_procs{groupname="GameServer:15039",instance="10.11.85.147",job="prometheus"} 1 1678946377
namedprocess_namegroup_num_procs{groupname="GameServer:15039",instance="10.11.85.147",job="prometheus"} 1 1678946378
namedprocess_namegroup_num_procs{groupname="GameServer:15039",instance="10.11.85.147",job="prometheus"} 1 1678946379
namedprocess_namegroup_num_procs{groupname="GameServer:15039",instance="10.11.85.147",job="prometheus"} 1 1678946380
namedprocess_namegroup_num_procs{groupname="GameServer:15039",instance="10.11.85.147",job="prometheus"} 1 1678946381
namedprocess_namegroup_num_procs{groupname="GameServer:15039",instance="10.11.85.147",job="prometheus"} 1 1678946382
namedprocess_namegroup_num_procs{groupname="GameServer:15394",instance="10.11.85.147",job="prometheus"} 1 1678946473
namedprocess_namegroup_num_procs{groupname="GameServer:15394",instance="10.11.85.147",job="prometheus"} 1 1678946474
namedprocess_namegroup_num_procs{groupname="GameServer:15394",instance="10.11.85.147",job="prometheus"} 1 1678946475
namedprocess_namegroup_num_procs{groupname="GameServer:15394",instance="10.11.85.147",job="prometheus"} 1 1678946476
namedprocess_namegroup_num_procs{groupname="GameServer:15394",instance="10.11.85.147",job="prometheus"} 1 1678946477
namedprocess_namegroup_num_procs{groupname="GameServer:15394",instance="10.11.85.147",job="prometheus"} 1 1678946478
namedprocess_namegroup_num_procs{groupname="GameServer:15394",instance="10.11.85.147",job="prometheus"} 1 1678946479
namedprocess_namegroup_num_procs{groupname="GameServer:15394",instance="10.11.85.147",job="prometheus"} 1 1678946480
namedprocess_namegroup_num_procs{groupname="GameServer:15394",instance="10.11.85.147",job="prometheus"} 1 1678946481
namedprocess_namegroup_num_procs{groupname="GameServer:15394",instance="10.11.85.147",job="prometheus"} 1 1678946482
namedprocess_namegroup_num_procs{groupname="GameServer:15633",instance="10.11.85.147",job="prometheus"} 1 1678946531
namedprocess_namegroup_num_procs{groupname="GameServer:15633",instance="10.11.85.147",job="prometheus"} 1 1678946532
namedprocess_namegroup_num_procs{groupname="GameServer:15633",instance="10.11.85.147",job="prometheus"} 1 1678946533
namedprocess_namegroup_num_procs{groupname="GameServer:15633",instance="10.11.85.147",job="prometheus"} 1 1678946534
namedprocess_namegroup_num_procs{groupname="GameServer:15633",instance="10.11.85.147",job="prometheus"} 1 1678946535
namedprocess_namegroup_num_procs{groupname="GameServer:15633",instance="10.11.85.147",job="prometheus"} 1 1678946536
namedprocess_namegroup_num_procs{groupname="GameServer:15633",instance="10.11.85.147",job="prometheus"} 1 1678946537
namedprocess_namegroup_num_procs{groupname="GameServer:15633",instance="10.11.85.147",job="prometheus"} 1 1678946538
namedprocess_namegroup_num_procs{groupname="GameServer:15633",instance="10.11.85.147",job="prometheus"} 1 1678946539
namedprocess_namegroup_num_procs{groupname="GameServer:15633",instance="10.11.85.147",job="prometheus"} 1 1678946540
# EOF
